Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
closeBrowser,Chrome 78.0.3904.108,,2019-12-09 22:04:22,2019-12-09 22:04:23,0.887s,PASSED
,,,,,,
Test Cases/ETLFlushLoad,Chrome 78.0.3904.108,,2019-12-09 22:04:23,2019-12-09 22:05:02,38.650s,PASSED
openBrowser,Chrome 78.0.3904.108,,2019-12-09 22:04:24,2019-12-09 22:04:29,5.329s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-09 22:04:29,2019-12-09 22:04:30,1.148s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:04:30,2019-12-09 22:04:31,0.428s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:04:31,2019-12-09 22:04:31,0.550s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:31,2019-12-09 22:04:34,3.043s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:34,2019-12-09 22:04:37,3.015s,PASSED
mouseOver,Chrome 78.0.3904.108,,2019-12-09 22:04:37,2019-12-09 22:04:37,0.138s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:37,2019-12-09 22:04:39,1.628s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:39,2019-12-09 22:04:39,0.308s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:04:39,2019-12-09 22:04:44,5.005s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:04:44,2019-12-09 22:04:45,1.055s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:04:45,2019-12-09 22:04:46,0.727s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:04:46,2019-12-09 22:04:48,2.200s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:48,2019-12-09 22:04:48,0.259s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-09 22:04:48,2019-12-09 22:04:49,0.378s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:04:49,2019-12-09 22:04:54,5.002s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:54,2019-12-09 22:04:54,0.283s,PASSED
waitForElementVisible,Chrome 78.0.3904.108,,2019-12-09 22:04:54,2019-12-09 22:04:54,0.269s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:54,2019-12-09 22:04:55,0.323s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:04:55,2019-12-09 22:04:56,0.843s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:04:56,2019-12-09 22:05:01,5.003s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-09 22:05:01,2019-12-09 22:05:01,0.414s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-09 22:05:01,2019-12-09 22:05:02,0.926s,PASSED
,,,,,,
Test Cases/ETLUpdate,Chrome 78.0.3904.108,,2019-12-09 22:05:02,2019-12-09 22:05:36,34.019s,PASSED
openBrowser,Chrome 78.0.3904.108,,2019-12-09 22:05:02,2019-12-09 22:05:09,6.799s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-09 22:05:09,2019-12-09 22:05:10,1.175s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:10,2019-12-09 22:05:11,0.416s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:11,2019-12-09 22:05:11,0.330s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:11,2019-12-09 22:05:14,3.487s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:14,2019-12-09 22:05:18,3.251s,PASSED
mouseOver,Chrome 78.0.3904.108,,2019-12-09 22:05:18,2019-12-09 22:05:18,0.086s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:18,2019-12-09 22:05:20,1.672s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:20,2019-12-09 22:05:20,0.285s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:05:20,2019-12-09 22:05:25,5.003s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:25,2019-12-09 22:05:26,0.866s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:26,2019-12-09 22:05:26,0.669s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:26,2019-12-09 22:05:28,1.942s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:28,2019-12-09 22:05:28,0.224s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-09 22:05:29,2019-12-09 22:05:29,0.345s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:05:29,2019-12-09 22:05:31,2.005s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:31,2019-12-09 22:05:32,0.774s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:05:32,2019-12-09 22:05:35,3.001s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-09 22:05:35,2019-12-09 22:05:35,0.368s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-09 22:05:35,2019-12-09 22:05:36,0.905s,PASSED
,,,,,,
Test Cases/ETLUpdate1,Chrome 78.0.3904.108,,2019-12-09 22:05:36,2019-12-09 22:06:09,33.192s,PASSED
openBrowser,Chrome 78.0.3904.108,,2019-12-09 22:05:36,2019-12-09 22:05:42,5.766s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-09 22:05:42,2019-12-09 22:05:43,1.182s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:43,2019-12-09 22:05:44,0.870s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:44,2019-12-09 22:05:45,0.396s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:45,2019-12-09 22:05:47,2.464s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:47,2019-12-09 22:05:50,3.021s,PASSED
mouseOver,Chrome 78.0.3904.108,,2019-12-09 22:05:50,2019-12-09 22:05:50,0.075s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:50,2019-12-09 22:05:52,1.551s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:05:52,2019-12-09 22:05:52,0.539s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:52,2019-12-09 22:05:52,0.247s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:05:52,2019-12-09 22:05:57,5.003s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:57,2019-12-09 22:05:58,0.246s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:05:58,2019-12-09 22:06:02,4.060s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:06:02,2019-12-09 22:06:03,0.953s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-09 22:06:03,2019-12-09 22:06:03,0.341s,PASSED
selectOptionByLabel,Chrome 78.0.3904.108,,2019-12-09 22:06:03,2019-12-09 22:06:03,0.326s,PASSED
click,Chrome 78.0.3904.108,,2019-12-09 22:06:03,2019-12-09 22:06:04,0.470s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-09 22:06:04,2019-12-09 22:06:07,3.004s,PASSED
